id,sb_id,name,reference,type,submethod,description,uses_feature_score,uses_composite_score,feature_groups,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
1,127,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
104,127,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
259,127,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
16,128,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
105,128,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
260,128,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
10,129,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
106,129,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
261,129,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
14,130,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
107,130,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
262,130,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
13,131,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
108,131,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
263,131,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
11,132,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
109,132,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
264,132,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
15,133,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
110,133,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
265,133,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
12,134,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
111,134,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
266,134,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
2,136,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
112,136,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
267,136,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
3,137,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
113,137,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
268,137,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
4,138,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
114,138,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
269,138,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
5,139,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
115,139,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
270,139,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
6,140,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
116,140,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
271,140,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
7,141,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
117,141,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
272,141,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
8,142,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
118,142,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
273,142,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
9,143,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
119,143,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
274,143,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
120,144,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
305,144,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
275,144,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
276,145,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
277,146,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
278,147,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
121,148,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
303,148,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
279,148,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
125,154,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
291,154,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
122,155,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
280,155,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
281,156,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
282,157,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
283,158,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
284,159,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
18,160,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
123,160,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
285,160,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
286,161,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
287,162,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
288,163,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
289,164,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
78,165,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
227,165,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
17,166,Albert and Maples 1995,JFS 40(4):623-633,Age,"",Age estimate by scoring vertebral fusion,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#albert-am-maples-wr-1995
124,166,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
290,166,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
292,167,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
293,168,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
294,169,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
312,174,Mincer et al 1993,JFS 38:379-390,Age,"",Age estimation of White males by scoring third molar development,true,false,,System,System,2019-11-03 02:18:40,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mincer-hh-harris-ef-berryman-he-1993
313,189,Mincer et al 1993,JFS 38:379-390,Age,"",Age estimation of White males by scoring third molar development,true,false,,System,System,2019-11-03 02:18:40,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mincer-hh-harris-ef-berryman-he-1993
314,190,Mincer et al 1993,JFS 38:379-390,Age,"",Age estimation of White males by scoring third molar development,true,false,,System,System,2019-11-03 02:18:40,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mincer-hh-harris-ef-berryman-he-1993
315,205,Mincer et al 1993,JFS 38:379-390,Age,"",Age estimation of White males by scoring third molar development,true,false,,System,System,2019-11-03 02:18:40,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mincer-hh-harris-ef-berryman-he-1993
